45.159.218.227,443,true,DME,Europe,Moscow,181 мс
45.159.216.62,443,true,DME,Europe,Moscow,181 мс
45.159.216.108,443,true,DME,Europe,Moscow,181 мс
45.159.217.26,443,true,DME,Europe,Moscow,181 мс
45.159.219.93,443,true,HKG,Asia Pacific,Hong Kong,181 мс
45.159.218.226,443,true,DME,Europe,Moscow,181 мс
45.159.219.49,443,true,HKG,Asia Pacific,Hong Kong,181 мс
45.159.217.43,443,true,DME,Europe,Moscow,181 мс
45.159.216.129,443,true,DME,Europe,Moscow,181 мс
45.159.219.52,443,true,HKG,Asia Pacific,Hong Kong,181 мс
45.159.216.110,443,true,DME,Europe,Moscow,181 мс
45.159.217.123,443,true,DME,Europe,Moscow,181 мс
14.102.229.175,443,true,DME,Europe,Moscow,181 мс
31.12.75.101,443,true,DME,Europe,Moscow,181 мс
31.12.75.54,443,true,DME,Europe,Moscow,181 мс
31.12.75.15,443,true,DME,Europe,Moscow,181 мс
45.8.211.69,443,true,HKG,Asia Pacific,Hong Kong,181 мс
45.8.211.18,443,true,HKG,Asia Pacific,Hong Kong,181 мс
45.12.30.156,443,true,DME,Europe,Moscow,181 мс
45.12.31.67,443,true,DME,Europe,Moscow,181 мс
45.12.30.158,443,true,DME,Europe,Moscow,181 мс
45.12.31.68,443,true,DME,Europe,Moscow,181 мс
5.10.244.19,443,true,DME,Europe,Moscow,181 мс
195.85.23.28,443,true,FRA,Europe,Frankfurt,180 мс
195.85.23.19,443,true,FRA,Europe,Frankfurt,180 мс
195.85.23.23,443,true,FRA,Europe,Frankfurt,180 мс
193.9.49.249,443,true,DME,Europe,Moscow,180 мс
154.206.12.18,443,true,DME,Europe,Moscow,180 мс
154.206.12.19,443,true,DME,Europe,Moscow,180 мс
154.206.12.30,443,true,DME,Europe,Moscow,180 мс
154.206.12.17,443,true,DME,Europe,Moscow,180 мс
154.206.12.10,443,true,DME,Europe,Moscow,180 мс
154.206.12.53,443,true,DME,Europe,Moscow,180 мс
170.114.52.99,443,true,MRS,Europe,Marseille,111 мс
170.114.52.58,443,true,FRA,Europe,Frankfurt,121 мс
64.69.24.25,443,true,MRS,Europe,Marseille,126 мс
188.42.89.117,443,true,DME,Europe,Moscow,141 мс
45.159.218.186,443,true,DME,Europe,Moscow,142 мс
45.159.217.15,443,true,DME,Europe,Moscow,142 мс
45.159.217.13,443,true,DME,Europe,Moscow,143 мс
45.159.217.14,443,true,DME,Europe,Moscow,143 мс
45.159.218.174,443,true,DME,Europe,Moscow,143 мс
160.153.0.99,443,true,DME,Europe,Moscow,143 мс
193.9.49.136,443,true,DME,Europe,Moscow,143 мс
45.159.218.146,443,true,DME,Europe,Moscow,144 мс
45.159.218.145,443,true,DME,Europe,Moscow,144 мс
45.159.217.140,443,true,DME,Europe,Moscow,144 мс
160.153.0.50,443,true,DME,Europe,Moscow,144 мс
185.193.30.209,443,true,DME,Europe,Moscow,144 мс
45.12.30.103,443,true,DME,Europe,Moscow,145 мс
45.12.30.101,443,true,DME,Europe,Moscow,145 мс
45.159.217.12,443,true,DME,Europe,Moscow,145 мс
92.53.191.241,443,true,DME,Europe,Moscow,145 мс
93.113.175.189,443,true,DME,Europe,Moscow,145 мс
93.113.175.188,443,true,DME,Europe,Moscow,145 мс
193.9.49.150,443,true,DME,Europe,Moscow,145 мс
193.9.49.149,443,true,DME,Europe,Moscow,145 мс
193.9.49.244,443,true,DME,Europe,Moscow,145 мс
45.85.119.10,443,true,DME,Europe,Moscow,146 мс
45.159.219.206,443,true,DME,Europe,Moscow,146 мс
92.53.189.7,443,true,DME,Europe,Moscow,146 мс
92.53.191.234,443,true,DME,Europe,Moscow,146 мс
93.113.175.191,443,true,DME,Europe,Moscow,146 мс
93.113.175.145,443,true,DME,Europe,Moscow,146 мс
93.113.175.111,443,true,DME,Europe,Moscow,146 мс
14.102.229.42,443,true,DME,Europe,Moscow,147 мс
93.113.175.183,443,true,DME,Europe,Moscow,147 мс
93.113.175.185,443,true,DME,Europe,Moscow,147 мс
93.113.175.146,443,true,DME,Europe,Moscow,147 мс
193.9.49.252,443,true,DME,Europe,Moscow,147 мс
45.12.30.102,443,true,DME,Europe,Moscow,148 мс
45.159.218.173,443,true,DME,Europe,Moscow,148 мс
45.159.217.91,443,true,DME,Europe,Moscow,148 мс
45.159.219.225,443,true,DME,Europe,Moscow,148 мс
94.242.229.237,443,true,DME,Europe,Moscow,148 мс
188.42.89.108,443,true,DME,Europe,Moscow,148 мс
188.42.89.109,443,true,DME,Europe,Moscow,148 мс
45.12.30.99,443,true,DME,Europe,Moscow,149 мс
45.12.30.40,443,true,DME,Europe,Moscow,149 мс
45.12.30.100,443,true,DME,Europe,Moscow,149 мс
45.12.30.39,443,true,DME,Europe,Moscow,149 мс
45.159.219.193,443,true,DME,Europe,Moscow,149 мс
77.37.33.30,443,true,DME,Europe,Moscow,149 мс
188.42.89.115,443,true,DME,Europe,Moscow,149 мс
188.42.89.113,443,true,DME,Europe,Moscow,149 мс
5.10.244.188,443,true,DME,Europe,Moscow,150 мс
5.10.244.189,443,true,DME,Europe,Moscow,150 мс
31.12.75.100,443,true,DME,Europe,Moscow,150 мс
45.159.217.99,443,true,DME,Europe,Moscow,150 мс
45.159.218.5,443,true,DME,Europe,Moscow,150 мс
45.159.218.33,443,true,DME,Europe,Moscow,150 мс
