IP-адрес,Порт,TLS,Дата-центр,Регион,Город,Задержка
104.25.82.192,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.82.189,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.85.214,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.85.217,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.85.216,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.82.188,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.82.185,443,true,HKG,Asia Pacific,Hong Kong,194 мс
104.25.86.163,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.90.137,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.90.140,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.90.157,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.25.90.153,443,true,HKG,Asia Pacific,Hong Kong,193 мс
104.25.97.184,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.175.151,443,true,HKG,Asia Pacific,Hong Kong,274 мс
104.25.175.150,443,true,HKG,Asia Pacific,Hong Kong,275 мс
104.25.172.241,443,true,HKG,Asia Pacific,Hong Kong,493 мс
104.25.172.145,443,true,HKG,Asia Pacific,Hong Kong,892 мс
104.25.176.222,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.179.99,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.176.130,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.176.132,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.179.100,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.176.133,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.180.97,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.180.158,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.180.159,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.180.104,443,true,HKG,Asia Pacific,Hong Kong,241 мс
104.25.188.55,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.192.81,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.192.26,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.192.25,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.196.3,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.196.1,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.199.232,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.196.105,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.196.4,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.196.2,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.207.186,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.207.231,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.207.190,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.207.188,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.207.191,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.207.189,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.207.185,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.207.198,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.207.187,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.211.161,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.211.170,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.211.164,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.211.163,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.211.162,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.211.165,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.219.112,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.218.148,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.25.219.114,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.219.128,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.219.113,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.219.115,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.219.117,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.219.116,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.223.92,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.223.90,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.223.94,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.223.91,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.223.93,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.223.108,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.223.99,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.223.89,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.227.64,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.223.96,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.223.100,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.223.98,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.223.95,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.223.97,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.230.75,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.230.70,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.230.71,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.230.76,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.230.73,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.230.80,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.230.72,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.230.81,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.25.230.74,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.230.79,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.231.40,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.230.77,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.25.230.93,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.230.89,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.230.69,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.25.231.42,443,true,HKG,Asia Pacific,Hong Kong,179 мс
104.25.231.51,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.231.46,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.25.231.41,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.231.44,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.25.231.48,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.231.45,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.234.61,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.25.231.61,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.231.43,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.234.63,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.25.235.16,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.231.47,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.234.65,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.25.231.49,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.20.151.96,443,true,AMS,Europe,Amsterdam,2713 мс
104.20.151.30,443,true,AMS,Europe,Amsterdam,3560 мс
104.20.160.65,443,true,AMS,Europe,Amsterdam,206 мс
104.20.170.213,443,true,AMS,Europe,Amsterdam,163 мс
104.20.170.216,443,true,AMS,Europe,Amsterdam,165 мс
104.20.170.214,443,true,AMS,Europe,Amsterdam,169 мс
104.20.170.215,443,true,AMS,Europe,Amsterdam,171 мс
104.20.170.232,443,true,AMS,Europe,Amsterdam,173 мс
104.20.170.229,443,true,AMS,Europe,Amsterdam,176 мс
104.20.170.230,443,true,AMS,Europe,Amsterdam,177 мс
104.20.170.231,443,true,AMS,Europe,Amsterdam,178 мс
104.20.171.184,443,true,AMS,Europe,Amsterdam,180 мс
104.20.170.217,443,true,AMS,Europe,Amsterdam,182 мс
104.20.168.249,443,true,AMS,Europe,Amsterdam,246 мс
104.20.168.252,443,true,AMS,Europe,Amsterdam,246 мс
104.20.168.250,443,true,AMS,Europe,Amsterdam,247 мс
104.20.171.191,443,true,AMS,Europe,Amsterdam,164 мс
104.20.171.185,443,true,AMS,Europe,Amsterdam,165 мс
104.20.176.4,443,true,AMS,Europe,Amsterdam,163 мс
104.20.179.7,443,true,AMS,Europe,Amsterdam,163 мс
104.20.176.3,443,true,AMS,Europe,Amsterdam,166 мс
104.20.176.2,443,true,AMS,Europe,Amsterdam,168 мс
104.20.176.1,443,true,AMS,Europe,Amsterdam,169 мс
104.20.176.5,443,true,AMS,Europe,Amsterdam,170 мс
104.20.180.70,443,true,AMS,Europe,Amsterdam,165 мс
104.20.179.233,443,true,AMS,Europe,Amsterdam,168 мс
104.20.187.186,443,true,AMS,Europe,Amsterdam,164 мс
104.20.191.254,443,true,AMS,Europe,Amsterdam,167 мс
104.20.191.198,443,true,AMS,Europe,Amsterdam,167 мс
104.20.240.76,443,true,AMS,Europe,Amsterdam,168 мс
104.20.247.209,443,true,AMS,Europe,Amsterdam,168 мс
104.20.248.82,443,true,AMS,Europe,Amsterdam,169 мс
104.20.255.161,443,true,AMS,Europe,Amsterdam,165 мс
104.20.255.163,443,true,AMS,Europe,Amsterdam,165 мс
104.20.255.209,443,true,AMS,Europe,Amsterdam,166 мс
104.20.255.207,443,true,AMS,Europe,Amsterdam,168 мс
104.20.255.210,443,true,AMS,Europe,Amsterdam,169 мс
104.20.255.254,443,true,AMS,Europe,Amsterdam,169 мс
104.20.255.164,443,true,AMS,Europe,Amsterdam,170 мс
104.20.255.211,443,true,AMS,Europe,Amsterdam,170 мс
104.20.255.162,443,true,AMS,Europe,Amsterdam,171 мс
104.21.6.255,443,true,DME,Europe,Moscow,227 мс
104.21.7.24,443,true,CDG,Europe,Paris,351 мс
104.21.7.214,443,true,AMS,Europe,Amsterdam,158 мс
104.21.10.239,443,true,AMS,Europe,Amsterdam,160 мс
104.21.10.253,443,true,WAW,Europe,Warsaw,173 мс
104.21.7.221,443,true,YYZ,North America,Toronto,235 мс
104.21.11.227,443,true,CDG,Europe,Paris,162 мс
104.21.14.213,443,true,WAW,Europe,Warsaw,167 мс
104.21.14.240,443,true,WAW,Europe,Warsaw,169 мс
104.21.14.241,443,true,WAW,Europe,Warsaw,170 мс
104.21.14.229,443,true,WAW,Europe,Warsaw,170 мс
104.21.14.202,443,true,YYZ,North America,Toronto,235 мс
104.21.14.233,443,true,YYZ,North America,Toronto,236 мс
104.21.19.174,443,true,HKG,Asia Pacific,Hong Kong,276 мс
104.21.2.65,443,true,WAW,Europe,Warsaw,2729 мс
104.21.3.241,443,true,WAW,Europe,Warsaw,8516 мс
104.21.32.238,443,true,HKG,Asia Pacific,Hong Kong,2061 мс
104.21.34.236,443,true,HKG,Asia Pacific,Hong Kong,2925 мс
104.21.33.136,443,true,HKG,Asia Pacific,Hong Kong,4001 мс
104.21.60.64,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.60.63,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.43.193,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.47.155,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.45.130,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.47.207,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.51.237,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.52.76,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.51.240,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.51.233,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.55.208,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.51.236,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.51.239,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.51.234,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.54.209,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.51.235,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.51.241,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.51.238,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.21.57.92,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.62.205,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.63.166,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.21.63.163,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.21.63.180,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.21.63.190,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.63.167,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.63.183,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.63.164,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.63.199,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.63.165,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.63.216,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.63.223,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.63.254,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.21.67.7,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.21.64.5,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.67.30,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.21.67.48,443,true,HKG,Asia Pacific,Hong Kong,194 мс
104.21.67.237,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.67.236,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.67.233,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.67.235,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.70.247,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.67.252,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.70.248,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.21.67.238,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.21.67.251,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.21.70.253,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.21.67.234,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.21.67.250,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.21.67.255,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.21.71.208,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.21.70.255,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.21.73.10,443,true,HKG,Asia Pacific,Hong Kong,180 мс
104.21.72.165,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.73.9,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.21.71.219,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.72.229,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.71.213,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.71.224,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.71.226,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.72.231,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.74.237,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.21.74.240,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.21.74.245,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.21.71.216,443,true,HKG,Asia Pacific,Hong Kong,199 мс
104.21.76.29,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.21.75.194,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.21.76.85,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.76.32,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.21.76.35,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.75.202,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.21.75.195,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.21.82.168,443,true,WAW,Europe,Warsaw,179 мс
104.21.90.95,443,true,WAW,Europe,Warsaw,348 мс
104.21.94.115,443,true,WAW,Europe,Warsaw,215 мс
104.21.94.162,443,true,AMS,Europe,Amsterdam,289 мс
104.21.72.2,443,true,HKG,Asia Pacific,Hong Kong,1700 мс
104.21.79.254,443,true,HKG,Asia Pacific,Hong Kong,225 мс
104.21.80.109,443,true,WAW,Europe,Warsaw,3721 мс
104.21.84.116,443,true,WAW,Europe,Warsaw,245 мс
104.21.87.171,443,true,WAW,Europe,Warsaw,720 мс
104.21.87.46,443,true,ORD,North America,Chicago,1444 мс
104.21.127.76,443,true,WAW,Europe,Warsaw,179 мс
104.21.115.107,443,true,CDG,Europe,Paris,219 мс
104.21.120.69,443,true,DME,Europe,Moscow,157 мс
104.21.119.210,443,true,WAW,Europe,Warsaw,167 мс
104.21.127.168,443,true,DME,Europe,Moscow,144 мс
104.21.195.235,443,true,AMS,Europe,Amsterdam,160 мс
104.21.196.3,443,true,CDG,Europe,Paris,168 мс
104.21.199.29,443,true,CDG,Europe,Paris,173 мс
104.21.199.18,443,true,CDG,Europe,Paris,174 мс
104.21.196.19,443,true,WAW,Europe,Warsaw,176 мс
104.21.196.49,443,true,AMS,Europe,Amsterdam,176 мс
104.21.196.39,443,true,CDG,Europe,Paris,177 мс
104.21.199.38,443,true,WAW,Europe,Warsaw,180 мс
104.21.199.41,443,true,CDG,Europe,Paris,180 мс
104.21.196.28,443,true,EWR,North America,Newark,239 мс
104.21.196.12,443,true,YYZ,North America,Toronto,240 мс
104.21.196.48,443,true,YYZ,North America,Toronto,255 мс
104.21.199.52,443,true,YYZ,North America,Toronto,255 мс
104.21.196.37,443,true,ATL,North America,Atlanta,262 мс
104.21.196.50,443,true,ATL,North America,Atlanta,264 мс
104.21.196.51,443,true,ATL,North America,Atlanta,266 мс
104.21.195.247,443,true,DFW,North America,Dallas,269 мс
104.21.202.226,443,true,AMS,Europe,Amsterdam,162 мс
104.21.203.184,443,true,WAW,Europe,Warsaw,167 мс
104.21.202.214,443,true,WAW,Europe,Warsaw,167 мс
104.21.202.235,443,true,WAW,Europe,Warsaw,169 мс
104.21.202.239,443,true,WAW,Europe,Warsaw,170 мс
104.21.202.247,443,true,WAW,Europe,Warsaw,170 мс
104.21.202.254,443,true,WAW,Europe,Warsaw,176 мс
104.21.199.216,443,true,AMS,Europe,Amsterdam,215 мс
104.21.202.215,443,true,EWR,North America,Newark,227 мс
104.21.202.216,443,true,YYZ,North America,Toronto,236 мс
104.21.202.217,443,true,YUL,North America,Montréal,239 мс
104.21.199.221,443,true,ATL,North America,Atlanta,258 мс
104.21.203.200,443,true,DME,Europe,Moscow,142 мс
104.21.206.215,443,true,AMS,Europe,Amsterdam,159 мс
104.21.206.209,443,true,AMS,Europe,Amsterdam,159 мс
104.21.203.185,443,true,AMS,Europe,Amsterdam,162 мс
104.21.207.20,443,true,CDG,Europe,Paris,168 мс
104.21.203.230,443,true,WAW,Europe,Warsaw,178 мс
104.21.207.33,443,true,WAW,Europe,Warsaw,178 мс
104.21.203.231,443,true,WAW,Europe,Warsaw,179 мс
104.21.207.43,443,true,AMS,Europe,Amsterdam,211 мс
104.21.203.223,443,true,EWR,North America,Newark,241 мс
104.21.206.212,443,true,ATL,North America,Atlanta,248 мс
104.21.203.229,443,true,ATL,North America,Atlanta,259 мс
104.21.207.161,443,true,DME,Europe,Moscow,136 мс
104.21.207.165,443,true,DME,Europe,Moscow,139 мс
104.21.210.95,443,true,AMS,Europe,Amsterdam,158 мс
104.21.208.75,443,true,CDG,Europe,Paris,163 мс
104.21.211.78,443,true,CDG,Europe,Paris,163 мс
104.21.208.174,443,true,AMS,Europe,Amsterdam,164 мс
104.21.207.183,443,true,AMS,Europe,Amsterdam,164 мс
104.21.210.135,443,true,WAW,Europe,Warsaw,165 мс
104.21.207.163,443,true,WAW,Europe,Warsaw,166 мс
104.21.207.173,443,true,WAW,Europe,Warsaw,167 мс
104.21.211.117,443,true,YYZ,North America,Toronto,236 мс
104.21.207.169,443,true,YUL,North America,Montréal,243 мс
104.21.210.142,443,true,ATL,North America,Atlanta,247 мс
104.21.207.166,443,true,ATL,North America,Atlanta,248 мс
104.21.208.76,443,true,ATL,North America,Atlanta,248 мс
104.21.210.179,443,true,LAX,North America,Los Angeles,296 мс
104.21.213.78,443,true,DME,Europe,Moscow,136 мс
104.21.213.98,443,true,WAW,Europe,Warsaw,164 мс
104.21.213.65,443,true,WAW,Europe,Warsaw,167 мс
104.21.218.147,443,true,DME,Europe,Moscow,154 мс
104.21.218.141,443,true,LHR,Europe,London,168 мс
104.21.218.161,443,true,CDG,Europe,Paris,168 мс
104.21.218.180,443,true,WAW,Europe,Warsaw,172 мс
104.21.218.185,443,true,WAW,Europe,Warsaw,172 мс
104.21.218.174,443,true,WAW,Europe,Warsaw,175 мс
104.21.218.172,443,true,AMS,Europe,Amsterdam,213 мс
104.21.218.127,443,true,YYZ,North America,Toronto,235 мс
104.21.218.122,443,true,YUL,North America,Montréal,235 мс
104.21.218.124,443,true,YYZ,North America,Toronto,240 мс
104.21.218.179,443,true,YUL,North America,Montréal,246 мс
104.21.218.184,443,true,YUL,North America,Montréal,247 мс
104.21.218.123,443,true,ATL,North America,Atlanta,251 мс
104.21.218.157,443,true,YUL,North America,Montréal,262 мс
104.21.218.118,443,true,WAW,Europe,Warsaw,264 мс
104.21.218.121,443,true,LAX,North America,Los Angeles,294 мс
104.21.219.129,443,true,CDG,Europe,Paris,182 мс
104.21.222.121,443,true,WAW,Europe,Warsaw,183 мс
104.21.219.145,443,true,CDG,Europe,Paris,183 мс
104.21.222.139,443,true,ATL,North America,Atlanta,264 мс
104.21.195.170,443,true,DME,Europe,Moscow,157 мс
104.21.195.83,443,true,DME,Europe,Moscow,160 мс
104.21.215.10,443,true,DME,Europe,Moscow,143 мс
104.21.215.65,443,true,DME,Europe,Moscow,146 мс
104.21.215.4,443,true,CDG,Europe,Paris,163 мс
104.21.215.57,443,true,CDG,Europe,Paris,173 мс
104.21.215.43,443,true,ORD,North America,Chicago,245 мс
104.21.215.126,443,true,ATL,North America,Atlanta,265 мс
104.21.218.249,443,true,DME,Europe,Moscow,142 мс
104.21.218.241,443,true,WAW,Europe,Warsaw,169 мс
104.21.218.213,443,true,AMS,Europe,Amsterdam,206 мс
104.21.227.12,443,true,CDG,Europe,Paris,3088 мс
104.22.8.48,443,true,AMS,Europe,Amsterdam,205 мс
104.22.11.164,443,true,AMS,Europe,Amsterdam,611 мс
104.22.12.141,443,true,AMS,Europe,Amsterdam,221 мс
104.22.15.171,443,true,AMS,Europe,Amsterdam,186 мс
104.22.51.85,443,true,AMS,Europe,Amsterdam,214 мс
104.22.63.165,443,true,AMS,Europe,Amsterdam,185 мс
104.22.63.243,443,true,AMS,Europe,Amsterdam,187 мс
104.22.63.234,443,true,AMS,Europe,Amsterdam,189 мс
104.22.63.200,443,true,AMS,Europe,Amsterdam,190 мс
104.22.63.250,443,true,AMS,Europe,Amsterdam,191 мс
104.22.63.206,443,true,AMS,Europe,Amsterdam,191 мс
104.22.63.192,443,true,AMS,Europe,Amsterdam,191 мс
104.22.63.185,443,true,AMS,Europe,Amsterdam,193 мс
104.22.63.228,443,true,AMS,Europe,Amsterdam,193 мс
104.22.63.202,443,true,AMS,Europe,Amsterdam,194 мс
104.22.63.214,443,true,AMS,Europe,Amsterdam,195 мс
104.22.63.217,443,true,AMS,Europe,Amsterdam,196 мс
104.22.63.254,443,true,AMS,Europe,Amsterdam,218 мс
104.22.63.162,443,true,AMS,Europe,Amsterdam,337 мс
104.22.63.163,443,true,AMS,Europe,Amsterdam,349 мс
104.22.78.194,443,true,AMS,Europe,Amsterdam,394 мс
104.22.79.36,443,true,AMS,Europe,Amsterdam,407 мс
104.22.79.188,443,true,AMS,Europe,Amsterdam,213 мс
104.22.79.201,443,true,AMS,Europe,Amsterdam,223 мс
104.22.79.198,443,true,AMS,Europe,Amsterdam,257 мс
104.22.79.225,443,true,AMS,Europe,Amsterdam,260 мс
104.22.79.200,443,true,AMS,Europe,Amsterdam,263 мс
104.22.79.195,443,true,AMS,Europe,Amsterdam,265 мс
104.23.99.126,443,true,AMS,Europe,Amsterdam,180 мс
104.23.104.7,443,true,AMS,Europe,Amsterdam,324 мс
104.23.120.123,443,true,AMS,Europe,Amsterdam,892 мс
104.23.123.163,443,true,AMS,Europe,Amsterdam,902 мс
104.23.120.175,443,true,AMS,Europe,Amsterdam,1182 мс
104.23.119.209,443,true,AMS,Europe,Amsterdam,2193 мс
104.24.18.66,443,true,HKG,Asia Pacific,Hong Kong,1668 мс
104.24.19.250,443,true,HKG,Asia Pacific,Hong Kong,3501 мс
104.24.41.41,443,true,HKG,Asia Pacific,Hong Kong,317 мс
104.24.46.195,443,true,HKG,Asia Pacific,Hong Kong,1294 мс
104.24.47.162,443,true,HKG,Asia Pacific,Hong Kong,207 мс
104.24.63.40,443,true,HKG,Asia Pacific,Hong Kong,1252 мс
104.24.63.161,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.24.63.170,443,true,HKG,Asia Pacific,Hong Kong,181 мс
104.24.63.168,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.24.63.164,443,true,HKG,Asia Pacific,Hong Kong,182 мс
104.24.63.167,443,true,HKG,Asia Pacific,Hong Kong,183 мс
104.24.63.183,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.24.63.219,443,true,HKG,Asia Pacific,Hong Kong,184 мс
104.24.63.228,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.24.63.227,443,true,HKG,Asia Pacific,Hong Kong,185 мс
104.24.63.188,443,true,HKG,Asia Pacific,Hong Kong,186 мс
104.24.63.230,443,true,HKG,Asia Pacific,Hong Kong,187 мс
104.24.63.202,443,true,HKG,Asia Pacific,Hong Kong,188 мс
104.24.63.246,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.24.63.214,443,true,HKG,Asia Pacific,Hong Kong,190 мс
104.24.63.251,443,true,HKG,Asia Pacific,Hong Kong,192 мс
104.24.79.254,443,true,HKG,Asia Pacific,Hong Kong,219 мс
104.24.79.170,443,true,HKG,Asia Pacific,Hong Kong,248 мс
104.24.87.48,443,true,HKG,Asia Pacific,Hong Kong,3421 мс
104.24.95.181,443,true,HKG,Asia Pacific,Hong Kong,211 мс
104.24.95.219,443,true,HKG,Asia Pacific,Hong Kong,245 мс
104.24.183.37,443,true,HKG,Asia Pacific,Hong Kong,2027 мс
104.24.192.5,443,true,HKG,Asia Pacific,Hong Kong,3038 мс
104.24.227.153,443,true,HKG,Asia Pacific,Hong Kong,305 мс
104.24.231.38,443,true,HKG,Asia Pacific,Hong Kong,627 мс
104.24.239.143,443,true,HKG,Asia Pacific,Hong Kong,2335 мс
104.24.240.109,443,true,HKG,Asia Pacific,Hong Kong,1433 мс
104.25.15.163,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.15.172,443,true,HKG,Asia Pacific,Hong Kong,802 мс
104.25.16.90,443,true,HKG,Asia Pacific,Hong Kong,199 мс
104.25.22.96,443,true,HKG,Asia Pacific,Hong Kong,1461 мс
104.25.23.244,443,true,HKG,Asia Pacific,Hong Kong,189 мс
104.25.31.197,443,true,HKG,Asia Pacific,Hong Kong,251 мс
104.25.31.231,443,true,HKG,Asia Pacific,Hong Kong,267 мс
